salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
9573,3844025327,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
9862,3831214149,,52000.0,,YEARLY,USD,BASE_SALARY
9869,3884003641,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
9923,3857818755,15.0,,10.0,HOURLY,USD,BASE_SALARY
9989,3592392532,,60000.0,,YEARLY,USD,BASE_SALARY
10016,3619548798,190000.0,,150000.0,YEARLY,USD,BASE_SALARY
10077,3075721793,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
10103,3826269982,435000.0,,420000.0,YEARLY,USD,BASE_SALARY
10305,3762860888,20.0,,15.0,HOURLY,USD,BASE_SALARY
10404,3804822096,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
10786,3882248468,175000.0,,75000.0,YEARLY,USD,BASE_SALARY
10914,3277232283,72000.0,,55000.0,YEARLY,USD,BASE_SALARY
11204,23221523,175000.0,,140000.0,YEARLY,USD,BASE_SALARY
11687,2404832493,26.0,,23.0,HOURLY,USD,BASE_SALARY
11961,2147609766,150000.0,,70000.0,YEARLY,USD,BASE_SALARY
11973,2147609712,,56.41,,HOURLY,USD,BASE_SALARY
11983,2147609840,25.0,,20.0,HOURLY,USD,BASE_SALARY
12238,805229245,165000.0,,110000.0,YEARLY,USD,BASE_SALARY
12250,3817203807,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
12313,3684991720,47.0,,44.0,HOURLY,USD,BASE_SALARY
12338,3862673730,79040.0,,70250.0,YEARLY,USD,BASE_SALARY
12365,3792233622,,22.0,,HOURLY,USD,BASE_SALARY
12404,3755323506,28.0,,25.0,HOURLY,USD,BASE_SALARY
12467,3726764279,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
12616,3184403524,,4200.0,,MONTHLY,USD,BASE_SALARY
12622,3874965536,45.0,,35.0,HOURLY,USD,BASE_SALARY
12650,3814546942,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
12661,3851105711,138948.0,,106008.0,YEARLY,USD,BASE_SALARY
12689,3797460723,70000.0,,50000.0,YEARLY,USD,BASE_SALARY
12884,3698445650,75000.0,,50000.0,YEARLY,USD,BASE_SALARY
12887,3297645846,90000.0,,74400.0,YEARLY,USD,BASE_SALARY
12941,3745677818,94000.0,,81000.0,YEARLY,USD,BASE_SALARY
12945,3866844290,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
13099,3819767400,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
13113,3878886873,190000.0,,145000.0,YEARLY,USD,BASE_SALARY
13166,3774870894,100000.0,,70.0,YEARLY,USD,BASE_SALARY
13205,3857348297,,100000.0,,YEARLY,USD,BASE_SALARY
13218,3876457494,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
13314,3836793450,34.0,,28.0,HOURLY,USD,BASE_SALARY
13456,3780003361,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
13457,3821190632,17.0,,15.0,HOURLY,USD,BASE_SALARY
13506,3642223753,70.0,,50.0,HOURLY,USD,BASE_SALARY
13514,3658924039,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
13517,3846437219,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
13530,3880157614,16.0,,16.0,HOURLY,USD,BASE_SALARY
13638,3870359478,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
13889,3701198910,24.0,,22.0,HOURLY,USD,BASE_SALARY
13909,3548616699,60.0,,50.0,HOURLY,USD,BASE_SALARY
13997,3663813835,50000.0,,45000.0,YEARLY,USD,BASE_SALARY
14044,1143359956,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
14105,3447180215,,45000.0,,YEARLY,USD,BASE_SALARY
14118,3842528795,50.0,,45.0,HOURLY,USD,BASE_SALARY
14129,3870363142,55.0,,35.0,HOURLY,USD,BASE_SALARY
14330,1826257634,25.0,,19.0,HOURLY,USD,BASE_SALARY
14331,3822435165,170000.0,,120000.0,YEARLY,USD,BASE_SALARY
14343,3814723048,75000.0,,50000.0,YEARLY,USD,BASE_SALARY
14468,3813135937,45000.0,,40000.0,YEARLY,USD,BASE_SALARY
14556,3838732090,2000.0,,1000.0,MONTHLY,USD,BASE_SALARY
14572,3878814926,,15.0,,HOURLY,USD,BASE_SALARY
14604,3757672875,30.0,,20.0,HOURLY,USD,BASE_SALARY
14810,3883469904,25.0,,20.0,HOURLY,USD,BASE_SALARY
14949,10998357,65000.0,,45000.0,YEARLY,USD,BASE_SALARY
15091,3260455681,109113.0,,72742.0,YEARLY,USD,BASE_SALARY
15175,2796728000,40.0,,28.0,HOURLY,USD,BASE_SALARY
15195,3864701312,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
15309,3859575337,26.0,,21.0,HOURLY,USD,BASE_SALARY
15378,227832999,24.0,,18.0,HOURLY,USD,BASE_SALARY
15549,3728879926,5000.0,,2400.0,MONTHLY,USD,BASE_SALARY
15707,3761942097,105000.0,,70000.0,YEARLY,USD,BASE_SALARY
15719,3826177405,73610.0,,60090.0,YEARLY,USD,BASE_SALARY
15726,3873178671,120000.0,,85000.0,YEARLY,USD,BASE_SALARY
16072,3831143681,20.0,,18.0,HOURLY,USD,BASE_SALARY
16097,3794063618,52000.0,,45000.0,YEARLY,USD,BASE_SALARY
16228,3831190800,180000.0,,140000.0,YEARLY,USD,BASE_SALARY
16779,3883546874,120000.0,,80000.0,YEARLY,USD,BASE_SALARY
17342,3708903045,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
17544,3880108413,,60.0,,HOURLY,USD,BASE_SALARY
17736,3606634863,49.69,,40.88,HOURLY,USD,BASE_SALARY
18065,3636873993,20.0,,17.0,HOURLY,USD,BASE_SALARY
18091,3862132028,150.0,,120.0,YEARLY,USD,BASE_SALARY
18294,3854391822,7350.0,,5550.0,MONTHLY,USD,BASE_SALARY
18321,3747072157,134000.0,,98000.0,YEARLY,USD,BASE_SALARY
18366,3787839455,125000.0,,110000.0,YEARLY,USD,BASE_SALARY
18400,3845186343,25.0,,17.0,HOURLY,USD,BASE_SALARY
18415,3879240957,250000.0,,50000.0,YEARLY,USD,BASE_SALARY
18422,3870701883,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
18460,3860323940,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
18531,921716,20.0,,17.0,HOURLY,USD,BASE_SALARY
18842,1093227543,120000.0,,60000.0,YEARLY,USD,BASE_SALARY
19212,3773070651,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
19321,3838774352,50.0,,25.0,HOURLY,USD,BASE_SALARY
19351,3868035218,,75000.0,,YEARLY,USD,BASE_SALARY
19400,3811513595,,20.0,,HOURLY,USD,BASE_SALARY
19434,3790001722,125000.0,,80000.0,YEARLY,USD,BASE_SALARY
20123,3832947295,60000.0,,55000.0,YEARLY,USD,BASE_SALARY
20245,1183148438,77000.0,,45000.0,YEARLY,USD,BASE_SALARY
20294,3878329666,60000.0,,47000.0,YEARLY,USD,BASE_SALARY
20311,3844838697,120000.0,,36000.0,YEARLY,USD,BASE_SALARY
20405,3867763161,,24.27,,HOURLY,USD,BASE_SALARY
20430,3866803225,275.0,,250.0,HOURLY,USD,BASE_SALARY
20503,3832103385,,24.3,,HOURLY,USD,BASE_SALARY
20529,3862537464,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
20623,3837546918,180000.0,,160000.0,YEARLY,USD,BASE_SALARY
20809,35982263,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
21527,3836602983,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
21706,3845468619,40.0,,18.0,HOURLY,USD,BASE_SALARY
21913,3814983923,26.0,,23.0,HOURLY,USD,BASE_SALARY
22127,3882358050,50000.0,,45000.0,YEARLY,USD,BASE_SALARY
22209,91700727,20.0,,14.0,HOURLY,USD,BASE_SALARY
22292,3527189387,16.0,,14.0,HOURLY,USD,BASE_SALARY
22326,3865391975,24.0,,23.0,HOURLY,USD,BASE_SALARY
22333,3578562287,25.0,,20.0,HOURLY,USD,BASE_SALARY
22343,3704185899,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
22566,3765212611,50000.0,,40000.0,YEARLY,USD,BASE_SALARY
22635,3606129051,297000.0,,275000.0,YEARLY,USD,BASE_SALARY
22753,3816172762,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
22761,3219089287,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
22763,3040487795,,25.0,,HOURLY,USD,BASE_SALARY
22971,3830396637,20.0,,18.0,HOURLY,USD,BASE_SALARY
23090,3882347932,27.0,,22.0,HOURLY,USD,BASE_SALARY
23142,3802026770,180.0,,125.0,HOURLY,USD,BASE_SALARY
23351,3776631402,,18.0,,HOURLY,USD,BASE_SALARY
23438,3880380418,40.0,,25.0,HOURLY,USD,BASE_SALARY
23449,3862682461,41.0,,32.5,HOURLY,USD,BASE_SALARY
23567,3881987723,32.0,,26.0,HOURLY,USD,BASE_SALARY
23657,3861743053,22.0,,19.0,HOURLY,USD,BASE_SALARY
23752,3875066415,80.0,,50.0,HOURLY,USD,BASE_SALARY
23764,280496925,4817.0,,4061.0,MONTHLY,USD,BASE_SALARY
23787,3816831972,274206.0,,205398.0,YEARLY,USD,BASE_SALARY
23789,3876991427,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
23853,3884427312,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
23922,3211657373,35.0,,18.0,HOURLY,USD,BASE_SALARY
24123,3700617207,30.0,,28.0,HOURLY,USD,BASE_SALARY
24255,3803055615,250000.0,,5.0,YEARLY,USD,BASE_SALARY
24321,3681437990,72000.0,,60000.0,YEARLY,USD,BASE_SALARY
24383,3177010992,105000.0,,75000.0,YEARLY,USD,BASE_SALARY
24423,3873789262,280000.0,,230000.0,YEARLY,USD,BASE_SALARY
24428,3530975184,84864.0,,60424.0,YEARLY,USD,BASE_SALARY
24560,3458210342,,14000.0,,YEARLY,USD,BASE_SALARY
24568,3363439517,27.0,,25.0,HOURLY,USD,BASE_SALARY
24611,3803052628,170000.0,,140000.0,YEARLY,USD,BASE_SALARY
24613,3649948789,85000.0,,60000.0,YEARLY,USD,BASE_SALARY
24698,266566927,75000.0,,55000.0,YEARLY,USD,BASE_SALARY
24757,3804603307,50.0,,42.0,HOURLY,USD,BASE_SALARY
24889,3847143087,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
24913,3859514569,170000.0,,124000.0,YEARLY,USD,BASE_SALARY
24944,3644730777,,200000.0,,YEARLY,USD,BASE_SALARY
24984,3865209247,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
25037,3609090859,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
25081,3854810848,170000.0,,140000.0,YEARLY,USD,BASE_SALARY
25236,3830297838,85000.0,,77000.0,YEARLY,USD,BASE_SALARY
25392,3882279550,60.0,,50.0,HOURLY,USD,BASE_SALARY
25427,3592869068,,36.0,,HOURLY,USD,BASE_SALARY
25578,2954591060,28.0,,25.0,HOURLY,USD,BASE_SALARY
25605,3780415828,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
25802,3852117411,63.0,,59.0,HOURLY,USD,BASE_SALARY
25865,3322949022,40000.0,,1.0,YEARLY,USD,BASE_SALARY
25947,1014822088,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
26049,3715891138,65000.0,,45000.0,YEARLY,USD,BASE_SALARY
26051,3727712512,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
26061,2748500131,154398.4,,131227.2,YEARLY,USD,BASE_SALARY
26088,3771168117,15.0,,10.0,HOURLY,USD,BASE_SALARY
26115,3861166245,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
26232,3728459637,225.0,,200.0,YEARLY,USD,BASE_SALARY
26235,3816179292,700000.0,,100000.0,YEARLY,USD,BASE_SALARY
26322,3840688146,110000.0,,85000.0,YEARLY,USD,BASE_SALARY
26363,3708944827,72.0,,62.0,HOURLY,USD,BASE_SALARY
26383,3864172721,,100000.0,,YEARLY,USD,BASE_SALARY
26410,3581219846,,40.0,,HOURLY,USD,BASE_SALARY
26474,2974397965,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
27058,3840554223,,60000.0,,YEARLY,USD,BASE_SALARY
27239,705356075,28.0,,24.0,HOURLY,USD,BASE_SALARY
27784,3815284050,45.0,,20.0,HOURLY,USD,BASE_SALARY
28004,3869757186,70.0,,65.0,HOURLY,USD,BASE_SALARY
28363,3861222472,,15.91,,HOURLY,USD,BASE_SALARY
28582,3764329709,,31200.0,,YEARLY,USD,BASE_SALARY
28634,3635916819,,300.0,,HOURLY,USD,BASE_SALARY
29132,3273249702,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
29660,3614817348,35.0,,32.0,HOURLY,USD,BASE_SALARY
29720,2558399667,70.0,,60.0,HOURLY,USD,BASE_SALARY
30273,3045980831,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
30540,3196627399,,17.0,,HOURLY,USD,BASE_SALARY
30670,3690117793,9000.0,,7000.0,MONTHLY,USD,BASE_SALARY
30705,3865441576,10000.0,,5000.0,MONTHLY,USD,BASE_SALARY
30821,3833894876,120000.0,,70000.0,YEARLY,USD,BASE_SALARY
31046,3830313052,8000.0,,4000.0,MONTHLY,USD,BASE_SALARY
31061,3844070064,,21.33,,HOURLY,USD,BASE_SALARY
31072,3709767981,80000.0,,50000.0,YEARLY,USD,BASE_SALARY
31083,3824661875,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
31238,3651735073,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
31338,3511440340,30.0,,25.0,HOURLY,USD,BASE_SALARY
31393,3869490625,150000.0,,75000.0,YEARLY,USD,BASE_SALARY
31491,3859082046,,25.0,,HOURLY,USD,BASE_SALARY
31845,3815847830,241400.0,,161000.0,YEARLY,USD,BASE_SALARY
31944,2737009242,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
32795,3845412777,,35.0,,HOURLY,USD,BASE_SALARY
34449,103860943,19.0,,18.0,HOURLY,USD,BASE_SALARY
34660,3748229910,20.0,,17.5,HOURLY,USD,BASE_SALARY
34712,857299959,90000.0,,40000.0,YEARLY,USD,BASE_SALARY
34735,3466187886,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
34914,3651779099,75000.0,,39500.0,YEARLY,USD,BASE_SALARY
34970,3854654152,180.0,,120.0,YEARLY,USD,BASE_SALARY
35005,3626110567,95000.0,,50000.0,YEARLY,USD,BASE_SALARY
35024,3875199851,75000.0,,55000.0,YEARLY,USD,BASE_SALARY
35060,3880180438,85000.0,,55000.0,YEARLY,USD,BASE_SALARY
35553,3742627219,25.0,,18.0,HOURLY,USD,BASE_SALARY
36212,3761818635,70000.0,,50000.0,YEARLY,USD,BASE_SALARY
36306,3862107843,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
36323,3487703305,25.0,,20.0,HOURLY,USD,BASE_SALARY
36357,3864519762,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
36371,3726732147,200000.0,,175000.0,YEARLY,USD,BASE_SALARY
36401,3841003722,107.0,,101.0,HOURLY,USD,BASE_SALARY
36524,229924287,,23.0,,HOURLY,USD,BASE_SALARY
36612,3855897428,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
36792,3189117072,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
36984,445337908,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
37028,3550388220,19.0,,18.0,HOURLY,USD,BASE_SALARY
37179,3627141928,43.0,,28.0,HOURLY,USD,BASE_SALARY
37184,3835341304,79321.0,,63457.0,YEARLY,USD,BASE_SALARY
37275,3715249215,65000.0,,50000.0,YEARLY,USD,BASE_SALARY
37279,3860378018,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
37285,3691793998,16.0,,14.0,HOURLY,USD,BASE_SALARY
37324,3704190127,95000.0,,75000.0,YEARLY,USD,BASE_SALARY
37430,3801646969,105000.0,,75000.0,YEARLY,USD,BASE_SALARY
37494,3398076960,225000.0,,85000.0,YEARLY,USD,BASE_SALARY
37647,3816415678,,70000.0,,YEARLY,USD,BASE_SALARY
38752,2989631782,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
38763,3580545157,100000.0,,50000.0,YEARLY,USD,BASE_SALARY
39043,3422171886,30.0,,25.0,HOURLY,USD,BASE_SALARY
39353,3868004859,105000.0,,85000.0,YEARLY,USD,BASE_SALARY
39736,3700064749,50.0,,40.0,HOURLY,USD,BASE_SALARY
40047,3875765946,40.0,,30.0,HOURLY,USD,BASE_SALARY
40545,3514683108,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
40621,3537193915,60000.0,,42000.0,YEARLY,USD,BASE_SALARY
40707,3859513039,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
40709,3785146504,20.0,,18.0,HOURLY,USD,BASE_SALARY
